pulse.width,FSC,F692.4,F580.3,F530.4,SSC,TIME
13056,35350,22138,37950,52269,39826,57916
2432,7284,186,120,137,11421,57916
3136,7085,187,123,137,9635,57916
12224,29454,186,118,133,30714,57916
13056,33892,29301,30785,11298,30590,57917
13440,35880,21719,37841,52203,39646,57917
10176,16275,186,123,132,194,57917
13248,35331,22181,37929,52353,40024,57917
4416,7676,189,216,268,4663,57917
12480,34077,20156,37376,51664,38861,57917
13440,35740,21316,38047,52487,40936,57917
1152,5723,185,175,233,15641,57917
11328,24297,21309,24888,4558,25758,57917
13888,36766,185,122,133,31864,57917
2880,6452,187,120,133,23781,57917
9344,16122,185,116,139,27298,57917
11776,27608,20351,24064,833,23448,57917
15936,34764,51880,3912,3033,51517,57917
11136,24626,240,120,137,18267,57917
1536,6044,184,116,139,17298,57917
3968,9283,188,118,136,24620,57917
8192,11740,185,119,140,203,57917
3520,6919,187,118,135,20731,57917
6848,12323,183,125,139,23367,57917
13440,36085,22296,38192,52630,39841,57917
6016,9805,195,206,265,16030,57917
13504,35973,21504,37968,52349,38855,57917
3968,8574,181,116,132,24170,57917
14080,39767,30096,46410,59776,48090,57917
12608,31973,4115,123,137,42160,57917
10880,23701,188,119,138,25167,57917
11392,19073,188,118,140,195,57917
8768,15756,187,118,133,20729,57917
13440,35896,22155,38024,52425,38447,57917
13312,36123,22673,38203,52694,40150,57918
10944,23360,16679,20047,1738,25931,57918
10240,20949,17221,20054,1622,21983,57918
1600,7017,186,121,136,15470,57918
12928,34839,20785,37701,52023,39214,57918
14080,37334,6368,211,272,44569,57918
6208,11002,182,122,135,7691,57918
12864,35336,22237,38067,52493,40157,57918
6336,11157,188,117,140,16114,57918
14464,39753,1637,118,136,43610,57918
10880,23979,16162,15861,140,22221,57918
11264,24497,187,124,134,33261,57918
3776,7328,186,121,135,16237,57918
12736,34517,21052,37348,51597,38627,57918
10560,22015,189,118,136,21819,57918
14976,43442,39657,118,135,35086,57918
13056,35071,22318,37472,51739,38635,57918
3136,7409,184,120,137,18228,57918
13248,36013,21664,37940,52478,38950,57918
7232,12322,187,120,158,23721,57918
3328,7457,183,118,133,194,57918
3904,7376,186,118,134,19483,57918
2560,6942,189,119,134,14534,57918
11648,26532,15081,18539,321,26904,57918
13760,38287,26172,42876,57004,43646,57918
3648,7151,182,123,142,9872,57918
12544,34082,20752,37575,51891,39641,57918
12032,29718,26044,26856,7206,35122,57918
17600,36614,185,122,135,12523,57918
8512,12095,183,115,139,192,57919
13440,35548,21181,37458,51773,39122,57919
13056,35383,21771,37651,51981,38887,57919
15168,44804,44084,124,143,43197,57919
21504,34883,56990,10872,11166,57630,57919
10688,23045,17393,21153,2163,23037,57919
13376,36336,22274,38242,52590,40103,57919
13248,36068,22564,38063,52470,38639,57919
7744,13102,184,180,238,21619,57919
13504,36241,22431,38393,52848,40286,57919
6272,10630,186,117,136,22602,57919
12736,34257,21372,37283,51506,38606,57919
9344,17188,519,127,179,19567,57919
10752,22680,184,116,136,27040,57919
4928,9336,183,121,134,22817,57919
8896,15238,186,118,136,20161,57919
8064,14783,186,123,134,17444,57919
11008,23953,20889,24189,5003,25872,57919
6400,9889,190,117,133,7160,57919
15808,43737,189,120,136,20320,57919
12288,31054,20374,24334,3031,24299,57919
13504,36232,22325,38375,52719,39062,57919
9536,18386,187,202,256,21632,57919
13056,34371,30234,120,134,27384,57919
12544,32023,25111,27628,6875,29791,57919
12544,33576,20943,36845,51164,38269,57919
10496,22773,16752,18039,135,22042,57919
1216,5184,184,118,138,194,57919
11648,25556,184,120,133,30265,57919
7232,11929,188,119,136,16115,57919
13568,36143,22491,37925,52427,40515,57919
10624,21982,6559,219,272,33183,57919
12160,29710,21842,25245,3969,28424,57919
13888,36146,10109,3502,137,52543,57919
7232,10792,186,120,138,24173,57919
7040,11711,190,123,136,7095,57919
6336,10252,185,116,136,20576,57920
7360,13095,13117,121,139,34610,57920
13632,38116,25980,42685,56738,45180,57920
13120,35251,22110,37763,52231,40744,57920
12736,34562,22070,37171,51346,37636,57920
10752,22833,16405,15827,145,22332,57920
18048,37314,184,123,136,7809,57920
5312,7801,184,118,133,192,57920
7744,12782,10276,14537,137,19045,57920
5824,10394,187,120,137,27274,57920
13184,35938,22016,38064,52606,40060,57920
6272,10275,184,123,135,25266,57920
9664,18698,4340,120,132,26661,57920
9984,18978,183,121,136,19897,57920
12544,33644,20926,37221,51484,38303,57920
7616,13992,185,119,137,25777,57920
13376,35482,21618,37716,52057,38143,57920
8640,15538,185,162,220,24727,57920
9088,16242,185,121,137,23664,57920
10688,22698,19753,23275,3708,18247,57920
12992,34622,21441,37633,51920,39378,57920
12928,34410,32881,123,134,35576,57920
13440,36402,22151,38422,52889,39895,57920
3072,6918,186,119,138,13541,57921
14976,42157,31332,47712,61143,50276,57921
2688,6995,186,116,141,1249,57921
832,4969,185,118,135,18195,57921
10304,21536,17234,20485,2315,17716,57921
10304,20888,16871,21779,1816,21812,57921
10944,23248,184,122,140,32650,57921
5888,9186,187,122,134,198,57921
13376,36289,21848,38329,52751,40221,57921
13440,36214,22780,38227,52717,40790,57921
12992,35114,21633,37736,51916,38827,57921
13504,35914,21293,38004,52437,40169,57921
3328,7001,184,123,134,22187,57921
12288,32276,31258,121,136,33276,57921
13696,36197,22789,38475,52639,39203,57921
4544,8108,190,118,134,30976,57921
13568,36272,21842,38231,52788,40255,57921
3840,8477,187,118,138,21712,57921
11200,24261,15704,21750,440,21692,57921
6464,11008,189,121,135,22180,57921
11200,29143,188,120,137,32796,57921
13376,35833,21807,38274,52747,40061,57922
3968,8052,183,206,261,19826,57922
15744,44942,188,120,137,53776,57922
30272,42186,59283,9486,11198,55712,57922
9088,15875,276,121,135,17773,57922
15296,43813,11120,792,137,37972,57922
11968,27822,188,123,138,27681,57922
13504,35187,29312,31098,11053,30127,57922
13760,38203,36695,114,132,36031,57922
1024,6198,179,120,135,11935,57922
7232,11989,186,119,137,17276,57922
12096,28369,20675,23781,1796,23733,57922
12736,34618,20819,37616,51862,38842,57922
13888,38125,35962,120,136,31735,57922
12416,33983,20796,37140,51338,38426,57922
9088,18756,189,120,135,35129,57922
7360,12216,188,117,135,17224,57922
15680,45642,48738,1044,2448,40384,57922
11200,25345,185,120,135,26632,57922
13312,35810,21871,37878,52424,39939,57922
9472,19062,3402,128,185,25416,57922
4288,7414,184,119,135,25357,57922
6912,12096,186,120,136,34132,57922
1920,6952,182,119,133,23887,57923
13184,35509,21902,37919,52427,40415,57923
12352,31050,25714,27771,7645,27099,57923
12352,33460,21220,37109,51199,37778,57923
12288,33541,20644,36860,51270,38596,57923
4480,8643,185,118,139,30346,57923
8256,15000,187,121,134,36353,57923
8768,15355,189,119,139,11956,57923
13440,35801,21803,38036,52505,40474,57923
5696,9984,187,177,231,19760,57923
13248,35569,21358,38042,52447,39575,57923
4864,7730,185,120,137,14674,57923
12736,34112,21451,37079,51250,38787,57923
8000,13151,185,121,135,27490,57923
8000,13763,190,121,137,13505,57923
11136,24663,19968,23410,1676,22677,57923
12864,23505,185,124,140,21696,57923
10752,22498,4146,125,136,25033,57923
2048,6270,187,119,134,194,57923
13568,36033,21687,38107,52478,41174,57923
11008,23731,19368,23578,4158,20913,57924
10496,24185,187,124,138,27634,57924
12416,28473,36079,117,135,48022,57924
13568,36369,21440,38380,52855,40286,57924
13440,36166,21701,38298,52657,39816,57924
7232,12727,187,121,138,27476,57924
10688,23103,19633,24013,3357,24526,57924
13248,35408,21049,37668,51836,39320,57924
13440,35869,21760,37850,52346,38344,57924
13568,36158,6134,122,139,46014,57924
13568,36250,22017,38206,52617,41097,57924
5376,10087,188,121,135,20662,57924
13696,37007,26336,42752,56960,43133,57924
13440,35920,22110,38226,52618,40166,57924
8192,13581,185,120,149,20397,57924
13696,36205,21368,38170,52696,39680,57924
11072,26457,23716,24440,4015,26426,57924
12224,30128,22288,26487,4125,25315,57924
11904,26820,188,120,138,44284,57924
14080,38507,26402,43420,57486,44743,57924
11328,24977,20030,23848,5563,23685,57924
13056,26804,186,120,136,986,57924
13376,35797,22472,38170,52581,39961,57924
1408,5932,184,119,134,20482,57924
9344,16432,183,122,132,31948,57924
5568,8922,185,121,136,29480,57924
12608,33913,21104,37342,51555,38298,57924
13376,36077,22118,38440,52827,40724,57924
12928,34916,20862,37394,51727,38413,57924
4544,7876,186,122,137,19019,57924
4224,8066,186,124,136,31490,57924
3776,7055,184,116,137,11721,57925
12992,34973,21544,37845,52133,39077,57925
9984,19726,15499,16475,138,23077,57925
13568,36265,21618,38101,52447,40967,57925
13120,35211,22042,38007,52401,39165,57925
12800,34912,21969,37704,52094,39330,57925
6208,8606,185,191,244,194,57925
12928,35479,21252,37860,52145,39386,57925
1600,6734,184,194,250,17879,57925
5248,9258,183,118,134,19858,57925
11840,29564,26009,28218,6898,26968,57925
15808,44411,185,120,133,46267,57925
10432,17854,185,121,136,3845,57925
13504,36141,22379,38308,52781,39983,57925
2240,6089,187,119,140,13913,57925
7680,12359,186,123,137,35947,57925
6336,12345,188,115,138,4164,57925
1024,5550,184,120,138,13739,57925
14144,38967,37051,118,136,34615,57925
13312,36017,21808,38072,52465,40264,57925
8704,15389,184,118,135,32498,57925
13056,35936,21299,38018,52547,40968,57925
13952,37982,26693,42847,56978,43405,57925
10880,23064,16263,22055,4142,21304,57925
13760,36181,21651,38265,52603,38613,57925
5824,10119,183,120,140,194,57925
4096,8314,182,117,134,12631,57925
12416,30794,21942,22808,1894,25944,57925
8064,12239,188,120,133,191,57925
12864,34914,21921,37534,51823,38438,57925
9280,16713,181,119,136,40413,57926
13440,36837,27200,42942,57066,42484,57926
10624,22362,4747,228,283,28385,57926
10816,22408,22824,23533,5102,26885,57926
13184,36190,21647,38189,52548,39961,57926
13568,36096,23071,37983,52391,40048,57926
2624,6540,190,137,189,12994,57926
15552,44331,39534,119,137,32257,57926
13568,36213,21825,38132,52487,40728,57926
12992,34877,21457,37611,52121,38780,57926
12608,33967,20481,36982,51400,38035,57926
10240,20410,185,157,206,21184,57926
13184,35555,21436,38065,52438,39738,57926
12480,33349,32028,121,134,37206,57926
16640,48016,20432,12159,5761,50517,57926
16000,46831,37198,121,771,47171,57926
12608,34008,21380,37080,51347,38086,57926
9024,15938,3516,126,135,24059,57926
12288,33565,21069,37413,51557,37822,57926
13376,36086,22920,38042,52509,39428,57926
2880,6412,185,121,139,10642,57926
3008,6052,185,118,137,190,57926
13632,35870,21275,37811,52186,40024,57926
11200,24191,186,119,136,32501,57926
6080,9588,187,118,137,21829,57926
1792,6152,185,117,138,24010,57926
13632,36204,22230,38030,52460,40462,57926
13376,35781,22455,37822,52350,38574,57926
4224,8166,185,129,182,17655,57926
13184,35452,21416,37903,52357,40281,57927
15616,45646,38812,1083,216,41021,57927
6080,10069,182,120,2578,18066,57927
13504,36206,21734,38293,52732,39065,57927
9984,19551,185,121,137,22626,57927
11200,25293,17693,20251,136,23524,57927
12544,31890,23558,26818,7952,32076,57927
6080,10473,184,117,137,20612,57927
12928,34706,32609,120,138,33120,57927
15040,42970,36753,12907,1254,43509,57927
13504,35756,20615,37782,52141,40207,57927
13568,35991,38839,169,224,39828,57927
13504,36188,21852,38239,52705,39306,57927
12032,28968,186,119,136,36745,57927
10176,20729,16656,21093,2840,21483,57927
11072,23587,17344,21076,1496,24164,57927
8832,14988,189,121,139,12979,57927
7680,13027,186,119,136,13292,57927
8640,16599,184,116,135,40994,57927
9280,17352,14966,16304,1188,15160,57927
11648,26980,187,123,133,31517,57927
11392,24969,19224,23961,3285,25111,57927
1536,6754,191,141,133,15472,57927
13632,36477,22713,38380,52979,40193,57927
12736,31758,3032,115,137,35098,57927
13056,35638,21836,37814,52315,39623,57927
11520,25894,18246,17448,580,24962,57928
8064,13166,186,119,138,21322,57928
11712,26702,186,121,134,33165,57928
13760,38484,39124,118,136,37532,57928
6144,10468,250,119,137,38199,57928
13120,36004,22260,37855,52356,38933,57928
13440,35944,21658,37672,52118,39921,57928
11968,24431,184,119,136,12124,57928
6976,11238,187,117,137,19197,57928
13120,35812,25846,42304,56492,43705,57928
12864,34693,21188,37333,51481,38750,57928
16384,50021,49625,2742,6168,46904,57928
6080,10288,218,120,138,29455,57928
12928,34216,31329,117,140,33722,57928
12608,34425,20908,37282,51536,38765,57928
9728,19366,14811,16792,524,19815,57928
12608,28254,186,120,138,13117,57928
9920,20338,186,120,134,30961,57928
6272,9445,184,116,135,28462,57928
12992,35362,21751,37702,52133,38988,57928
7680,12537,184,126,176,19736,57928
10688,22520,186,117,135,28512,57928
16320,48441,54447,5077,10921,55507,57928
18624,38625,53126,5541,7588,55486,57928
12608,32696,25934,28499,9065,29469,57928
10304,21507,1792,118,136,28400,57928
4224,7467,184,121,135,20522,57928
14720,35182,185,120,135,15397,57928
2112,6382,185,120,135,17202,57929
1088,7338,184,117,134,31800,57929
8960,15435,184,121,136,23013,57929
13184,35694,21872,38277,52526,39744,57929
1984,6390,183,117,136,16359,57929
3392,7307,184,119,139,4357,57929
13248,35991,21594,38078,52439,40224,57929
2688,6632,188,119,135,9858,57929
10752,22861,17509,19168,167,22367,57929
9280,16787,3036,122,139,28573,57929
13952,37864,26895,42782,56856,43961,57929
3776,8214,188,189,241,25805,57929
6592,11085,187,120,134,22008,57929
3584,6797,184,123,136,6643,57929
14848,41009,4628,121,133,37826,57929
9728,21414,185,119,138,12771,57929
13504,35927,8900,120,134,37037,57929
11904,28282,23707,27152,7638,22484,57929
13376,35930,22349,38316,52829,40423,57929
6080,10173,187,206,260,23057,57929
6912,12503,186,124,132,808,57930
13504,36014,21279,38026,52436,38648,57930
6080,10116,182,206,266,17606,57930
2048,6480,188,120,133,10578,57930
4096,8306,184,118,137,24168,57930
12672,34911,21690,37951,52209,39396,57930
11200,24230,24820,28338,8909,25233,57930
14400,39476,1500,116,135,36273,57930
8256,13375,189,121,142,14391,57930
12032,29361,23007,24502,4800,26780,57930
13760,36419,22430,38543,52910,40682,57930
13568,36036,21866,38033,52442,38876,57930
7616,14914,187,207,263,23638,57930
1536,5873,187,118,135,9429,57930
4864,7643,187,122,138,22524,57930
10048,14905,189,122,134,7329,57930
6272,9954,183,118,133,21286,57930
2560,6314,189,117,134,10791,57930
13568,36265,21653,38160,52623,39808,57930
13440,36468,22002,38584,53171,41272,57930
11584,26600,20269,22585,2312,24163,57930
4672,8183,193,134,136,16819,57930
3136,6802,184,117,136,23361,57930
12800,34722,20883,37725,51771,38540,57930
1280,6130,184,156,213,12594,57930
10112,20680,184,119,137,36883,57930
11264,31675,190,121,139,36814,57931
5888,9420,188,119,136,27120,57931
14144,38445,26651,43194,57258,44301,57931
7872,12417,189,122,135,33011,57931
20032,34313,55823,9741,8668,54626,57931
13376,36131,22494,38119,52523,39226,57931
13376,34767,32773,120,136,41408,57931
10688,22957,20246,121,135,22456,57931
12800,34553,20797,37315,51562,38169,57931
12672,33852,21031,37085,51552,38861,57931
14720,38620,14609,120,135,41365,57931
14720,43314,186,123,140,39590,57931
12992,34894,21522,37741,51938,38864,57931
13184,35894,22615,38044,52503,40736,57931
10880,24657,188,167,222,7330,57931
13184,24393,186,121,140,6493,57932
11328,26053,4857,121,132,37095,57932
13696,37144,27589,123,138,32389,57932
13632,36356,22327,38709,52941,39692,57932
12800,34819,21414,37683,51805,39070,57932
13568,36232,21243,38081,52445,38525,57932
5120,9661,182,119,138,22901,57932
11840,25167,186,125,136,11481,57932
13504,36638,22410,38478,53025,40962,57932
13120,35209,21305,37345,51665,39408,57932
9088,16858,181,170,235,32467,57932
12800,34656,21107,37674,51950,39017,57932
4544,9403,185,187,238,17814,57932
13504,36206,22194,38224,52719,41152,57932
13376,36401,21729,38329,52760,40359,57932
4480,8830,184,177,235,22942,57932
6784,11983,192,119,136,28276,57932
14912,28795,188,122,135,13604,57932
5440,10119,9174,119,139,11185,57932
11200,24019,186,124,137,30650,57932
14528,40103,38037,121,137,35800,57932
4352,8701,279,121,136,18979,57932
13568,29225,188,122,138,20571,57932
12928,32088,190,118,134,32736,57932
9472,14595,185,123,136,5850,57932
7808,13309,186,117,134,14510,57932
13440,36233,22008,38145,52617,39643,57932
13440,35771,21970,38076,52360,39772,57932
13056,35056,21520,37329,51680,40000,57932
13248,35906,21985,38006,52278,39864,57933
13376,35977,21967,38333,52726,40091,57933
14976,43596,31252,121,136,36531,57933
9792,19512,189,122,134,26081,57933
12864,35003,20584,37887,52145,39206,57933
9920,19629,183,121,135,32501,57933
13440,36234,22030,38153,52657,41047,57933
13504,35757,22519,37956,52489,39543,57933
12800,34892,20925,37576,51973,40085,57933
10944,22909,15423,20707,138,23606,57933
6528,10525,188,121,139,23511,57933
13120,35118,21969,37497,51611,38681,57933
13120,35634,20983,38224,52538,40359,57933
8384,14669,189,130,183,21798,57933
11648,26841,19176,22443,1107,24180,57933
12928,34132,30136,32399,11779,32399,57933
14208,27658,201,129,140,5951,57933
13312,35634,20287,37624,52016,40153,57933
5696,11826,186,130,185,4527,57933
12352,30566,25160,27738,7634,27562,57933
11712,27208,26572,29983,11364,33424,57933
5184,9374,185,118,133,16063,57933
5312,8238,189,121,129,16184,57933
5696,10024,185,120,132,33528,57933
5824,10253,186,121,135,22754,57933
7552,14190,190,122,136,24604,57933
10048,15916,186,118,137,192,57933
13440,36002,21478,37809,52295,40215,57934
4416,8409,188,153,208,21917,57934
13120,36004,21577,38153,52547,38973,57934
10240,20969,191,122,139,37822,57934
13312,35868,22158,37924,52223,38783,57934
9472,18224,3120,173,230,31303,57934
9728,19621,16839,19989,1025,18049,57934
4800,9741,186,120,135,8846,57934
9536,18451,185,119,137,33138,57934
13376,35654,21011,37559,51867,39623,57934
10240,21877,16058,20037,141,22022,57934
7296,10756,185,126,139,6179,57934
14336,40501,35141,14087,132,38623,57934
13696,36110,23688,38120,52520,39931,57934
5888,9045,184,185,235,13459,57934
11840,27122,21587,23248,2073,23287,57934
4224,8784,185,124,138,18439,57934
4736,7377,182,116,137,28275,57934
13376,35661,21660,37915,52324,39623,57934
8384,12886,184,121,135,26457,57934
12160,33065,20703,36826,51114,37730,57934
12544,33711,20168,37004,51231,38430,57934
9984,21182,184,121,162,19389,57934
1856,6370,182,122,139,20344,57934
11072,24015,20534,23002,4231,22974,57934
13504,36358,22114,38355,52726,39098,57934
11328,25438,24284,28509,9132,30106,57934
17344,52744,30421,7605,4938,53166,57934
13184,35366,34142,119,136,33891,57935
9024,16519,190,122,133,2355,57935
13568,36071,21546,37935,52467,40186,57935
5952,10367,184,121,135,25952,57935
9216,17114,182,117,133,25164,57935
2496,7326,184,122,137,30631,57935
12864,34764,20913,37789,52168,39896,57935
12800,29043,11367,115,140,40248,57935
896,4761,187,116,134,21749,57935
6400,10907,716,119,138,23719,57935
8832,15200,184,117,140,16195,57935
9280,17196,15592,13182,135,18857,57935
4288,7281,182,117,135,22781,57935
15744,45025,46580,857,2027,41373,57935
5376,9381,185,118,138,25149,57935
12928,33045,27871,122,134,33255,57935
1728,6346,217,121,137,15383,57935
5888,10466,186,122,136,26431,57935
13312,35093,20446,37372,51646,38332,57935
13312,36259,22244,38167,52685,39899,57935
2560,6691,184,119,138,18664,57935
8448,14416,186,125,138,10147,57935
12928,34812,21060,37567,51975,39777,57935
10432,20613,14751,17100,209,18629,57935
6272,9996,2211,122,137,18833,57935
14976,41786,40204,123,137,45529,57935
6144,8641,186,118,137,3268,57935
13248,35736,22270,37947,52326,39524,57935
13376,36271,22549,38112,52626,39404,57935
13440,36101,21976,38355,52850,40617,57936
2368,7336,184,151,200,11458,57936
8128,13964,187,119,136,22656,57936
4800,8402,191,121,138,15474,57936
12992,35573,21582,37710,52221,39576,57936
8832,14308,185,123,136,21341,57936
12672,34364,21639,37556,51923,39442,57936
11200,25002,190,167,220,25356,57936
12288,33572,20520,37003,51244,38327,57936
15872,46461,9352,120,131,42799,57936
13504,35940,21763,38086,52386,39499,57936
1856,6797,183,117,136,14828,57936
13312,35462,21511,37967,52492,40414,57936
12800,34456,21221,37484,51830,39251,57936
12864,34637,21734,37495,52023,39710,57936
15360,44005,9026,120,137,39613,57936
12608,24464,185,115,137,8057,57936
14656,35684,186,121,139,16099,57936
3840,7255,186,115,133,6869,57937
7488,13677,183,116,129,26118,57937
12928,35033,21876,37767,52000,39016,57937
13248,36088,22227,38103,52503,39933,57937
2432,7106,182,118,134,14839,57937
13376,36036,21962,38165,52484,40324,57937
12736,33997,21557,37276,51507,38928,57937
9536,18603,184,120,153,11645,57937
10048,19876,188,120,134,29310,57937
7488,12935,185,121,132,19618,57937
13952,40310,38576,122,139,39092,57937
13696,36190,22126,38147,52511,40053,57937
11584,22385,10635,148,203,38604,57937
13056,35000,22083,37881,52071,38996,57937
13376,36079,21977,38158,52672,40662,57937
12672,34451,21121,37078,51354,37904,57937
13568,37697,33173,217,268,32019,57937
10240,19986,186,118,131,28193,57937
13376,36468,22900,38669,52927,40002,57937
13312,35924,21986,38155,52613,40691,57937
5248,8819,179,119,136,192,57937
5184,8446,2256,115,134,17261,57937
12608,33619,21049,37057,51381,38090,57937
1472,6304,182,182,238,17071,57937
4352,8473,185,120,133,20179,57937
6336,10159,186,119,136,22914,57937
10752,23121,19677,24754,6165,22538,57937
13312,35508,21656,37887,52057,39376,57937
13632,36121,21644,37955,52535,39419,57937
9792,19048,14891,19086,140,20173,57937
2816,6983,184,118,134,11930,57938
11008,23744,2887,122,138,28622,57938
12864,34878,20668,37860,52070,39042,57938
12032,29483,22669,25302,5640,22751,57938
11840,27636,20040,24446,3297,24773,57938
3072,7248,186,122,139,12798,57938
13376,36216,22788,38413,52858,40582,57938
13824,39352,5901,120,138,36470,57938
8448,14728,183,120,140,21591,57938
12096,30303,21258,22889,3035,27466,57938
11840,26912,23408,26875,7803,26030,57938
10048,16971,185,127,135,194,57938
5952,10425,183,117,132,22965,57938
17216,45358,186,121,137,23116,57938
13568,36209,22165,38180,52588,39282,57938
1856,6214,189,119,136,18734,57938
13952,39040,26083,42764,56754,43141,57938
13440,36187,22041,38198,52589,39829,57938
8512,14364,14935,17150,254,20536,57938
1984,6183,189,119,137,16621,57938
1856,6467,186,117,137,27066,57938
7040,13124,188,123,138,23933,57938
12416,33651,21889,37041,51435,39062,57938
13568,35895,22154,38175,52424,38991,57938
13632,36378,21908,38237,52703,39359,57938
15360,41622,41327,119,138,41377,57938
3648,6620,236,119,138,15285,57938
13248,36265,21683,38389,52816,40102,57938
2176,5602,184,119,138,16324,57939
13376,36115,21466,38153,52622,40498,57939
13312,35758,22199,37863,52350,39953,57939
3392,7557,185,121,135,23330,57939
13376,35812,20967,37910,52359,40075,57939
13120,35262,21607,37302,51707,38873,57939
9856,20159,4673,168,222,31000,57939
7872,13503,185,119,136,34130,57939
14592,41454,39009,121,137,34118,57939
1600,6016,188,120,136,21058,57939
11136,25958,188,120,136,31594,57939
13120,35590,21217,37702,52289,39590,57939
12672,34009,20536,37172,51519,38901,57939
12736,32928,28441,209,267,31978,57939
11328,25449,17840,19462,138,28054,57939
12672,34046,21768,37409,51573,38440,57939
12352,30396,24380,24874,5209,25116,57939
9792,19506,184,122,134,33296,57939
10304,19524,3340,121,135,26486,57939
12544,28593,26903,124,138,43927,57939
14080,38015,26095,42837,57022,44759,57939
12160,29642,187,122,139,32648,57939
11520,27874,23911,28372,10359,30307,57939
12224,30620,24598,25973,4777,24443,57940
12800,32299,44509,128,731,46542,57940
13504,35749,21436,37738,52155,40650,57940
13568,36317,21984,38056,52548,40410,57940
9536,17635,187,124,137,26760,57940
13184,33877,31062,34260,13758,32785,57940
6336,9806,186,120,134,6857,57940
11008,23106,184,123,137,24269,57940
11520,26350,184,118,135,30882,57940
1344,6139,184,118,136,3099,57940
832,5161,187,120,135,195,57940
12864,34946,21351,37749,52166,39588,57940
4864,7964,187,117,139,22354,57940
1792,6461,184,118,130,24403,57940
14400,37972,5537,119,139,34131,57940
10112,19500,189,123,138,25393,57940
13056,35032,21641,37670,52200,39445,57940
13632,36244,21047,38148,52583,40693,57940
12800,34739,21580,37764,52133,39437,57940
13440,35712,22263,37937,52326,40032,57940
5120,8426,189,179,232,17814,57940
13632,36235,21878,38334,52800,40895,57940
7168,12683,184,117,138,15103,57940
8576,14494,185,117,136,20269,57940
6656,9622,182,118,134,23721,57940
13056,35483,20764,37465,51820,39739,57940
11584,27536,14660,30915,46105,35630,57940
12864,34383,20098,37156,51476,39147,57940
14080,36567,32368,34553,15102,37288,57940
12608,34083,21950,37215,51560,38118,57940
13504,36306,22920,38463,52821,39071,57941
4416,6878,182,175,229,11682,57941
5632,9176,186,123,138,20596,57941
2752,6512,187,118,136,25976,57941
11008,22876,183,121,137,10717,57941
15616,45664,15209,2861,1496,44168,57941
9664,17982,187,123,140,25698,57941
2304,6580,184,117,137,9177,57941
12608,33720,28392,30590,11573,28951,57941
14080,39157,37787,119,137,39936,57941
7040,11574,187,120,136,18167,57941
11456,25622,186,121,137,34115,57941
15296,46224,43946,118,138,39829,57941
13824,36452,33808,118,140,31210,57941
5760,10398,185,118,138,34054,57941
13120,35418,21557,38044,52390,40078,57941
10560,21935,188,123,135,32545,57941
13504,36483,21961,38389,52817,39230,57941
13056,34311,31008,130,180,32799,57941
13312,35501,22013,37786,51941,39324,57941
7872,12126,186,123,135,40784,57941
13632,37136,26777,42864,57016,43290,57942
960,5326,180,123,137,7082,57942
13504,36116,22357,38244,52873,40984,57942
7488,12750,186,118,143,33356,57942
8064,13951,183,122,138,15775,57942
8576,15568,185,120,131,24770,57942
10880,23544,16929,19425,137,22284,57942
8832,17492,186,122,138,12726,57942
12864,34585,22094,37709,51913,39693,57942
10688,22577,18475,23436,3138,21664,57942
5120,7351,186,127,138,24555,57942
23040,36682,57297,9339,8976,51684,57942
13312,35920,22174,38203,52500,40446,57942
12736,30953,42828,147,206,45347,57942
16192,47886,17701,124,139,44520,57942
896,6940,796,119,133,22616,57942
5888,9111,185,122,138,22264,57942
6976,12872,185,121,137,16148,57942
12672,32574,29361,122,136,28857,57942
10304,21997,220,120,138,37110,57942
14720,40174,39604,120,136,34596,57942
2432,6153,261,121,137,21807,57942
6464,14735,183,117,139,21746,57942
14336,42059,32844,48678,62126,48809,57942
9472,19801,184,122,141,23413,57942
12928,34944,21810,37283,51735,39254,57942
13312,35936,21884,37891,52278,39399,57942
13952,38903,34795,12678,146,35912,57942
2112,6368,180,118,134,12222,57942
13568,36660,22409,38825,53142,40198,57943
6592,10379,184,125,173,29192,57943
8512,15674,180,122,137,24940,57943
13312,35732,21831,37838,52303,38974,57943
7680,13018,192,177,237,39953,57943
2560,6186,182,125,137,18986,57943
13184,35343,30404,124,132,36609,57943
12480,29106,45107,124,1264,45936,57943
14848,35048,48079,133,3947,51001,57943
12800,30476,186,122,136,32429,57943
15296,44988,42871,120,137,40415,57943
12928,34703,21637,37870,52194,39524,57943
9216,21747,190,114,136,3168,57943
12736,29460,184,121,133,10303,57943
13760,36374,22367,38293,52696,40581,57943
4032,7108,185,120,137,34555,57943
6912,12108,187,120,137,11927,57943
11008,23965,237,121,133,22494,57943
14144,38016,26769,43005,57228,43704,57943
9088,17090,13301,17113,134,21241,57943
12736,32142,23629,26337,5696,27113,57943
3904,7310,12872,119,138,30578,57943
5568,8949,185,120,131,17389,57943
1600,6496,185,119,136,7848,57943
6080,10114,188,118,139,18281,57943
13504,36248,21938,38177,52651,40769,57943
10816,23323,19893,23284,3363,22462,57943
8128,13661,186,118,133,13468,57943
12992,35217,21607,37768,52130,39168,57943
5888,10776,181,153,210,17156,57944
13184,35232,32596,118,139,36122,57944
11072,23544,18287,22984,2934,22648,57944
13504,36619,32736,120,138,35816,57944
1856,6696,209,122,136,28147,57944
4992,9909,181,122,138,14118,57944
14528,27070,187,119,138,191,57944
13248,35756,22315,37998,52401,39840,57944
