pulse.width,FSC,F692.4,F580.3,F530.4,SSC,TIME
6720,11881,187,121,136,35670,57944
3008,7056,186,121,140,16941,57944
6592,9921,187,118,136,1962,57944
13504,36098,22151,38060,52438,40334,57944
6208,9811,181,121,165,13682,57944
4672,9026,187,123,136,24914,57944
12544,32942,31867,125,136,32719,57944
12864,34963,21341,37240,51460,38140,57944
12480,34486,21150,37419,51810,38337,57944
7232,13429,185,122,133,20639,57945
12544,30369,3048,121,137,36150,57945
13568,36294,22007,38042,52590,40970,57945
12736,34709,21372,37683,51895,39129,57945
13952,37198,6971,120,134,38533,57945
9472,18051,187,119,133,21336,57945
3648,6119,185,118,136,18247,57945
12992,35240,184,119,138,36567,57945
12992,35164,21861,37599,51837,38816,57945
13504,35874,21013,37890,52291,40370,57945
6336,11139,181,116,134,28341,57945
7488,13394,185,120,137,19165,57945
9792,19185,183,121,134,21354,57945
6208,9580,185,120,134,195,57945
3264,8501,1407,121,136,11650,57945
3584,6655,185,119,136,18215,57945
5824,10350,6684,118,138,22283,57945
6976,13040,182,118,136,13564,57945
10432,21184,184,120,134,25366,57945
13504,36190,22398,38688,52950,40627,57945
13312,35379,22092,37929,52445,40057,57945
13312,36042,22517,38190,52537,39546,57945
13568,36453,22189,38281,52792,40844,57945
4480,7647,186,121,136,8875,57946
14400,40216,37278,119,138,34111,57946
11328,25749,17677,20046,141,24630,57946
3840,7620,184,120,140,17615,57946
12800,34411,21634,37435,51658,38613,57946
10752,22442,7824,120,175,41419,57946
12480,33357,20828,37187,51393,38188,57946
14080,30251,183,192,245,16458,57946
7552,13494,188,123,136,20076,57946
5952,10698,183,120,135,2323,57946
12992,34454,1089,120,139,33017,57946
9536,18088,6263,121,137,32833,57946
11008,24321,17901,22734,3911,20993,57946
12096,29044,187,121,138,31639,57946
12992,34774,20914,37377,51631,38925,57946
960,5189,185,122,172,19677,57946
5952,11020,181,118,137,17610,57946
12032,28152,189,118,134,49137,57946
4928,7829,190,119,138,16192,57946
12672,34241,20315,37241,51330,38552,57946
6400,10633,185,200,256,18798,57946
2368,5773,187,122,135,17123,57946
13376,35746,31900,116,139,31339,57946
6912,11554,204,122,133,30799,57946
5184,8551,184,121,138,9188,57946
9024,15531,189,123,136,20662,57947
13568,35807,22446,38184,52656,40196,57947
13440,35792,31476,33507,14064,33702,57947
11456,27141,21781,24621,2601,23295,57947
12864,34870,21407,37200,51387,38345,57947
11712,27311,18008,203,260,31538,57947
3008,6697,183,122,136,19987,57947
9280,17023,186,119,135,28870,57947
11008,21582,185,122,136,23686,57947
12928,34851,21147,37547,51875,38901,57947
8128,12974,180,123,141,14509,57947
4992,8316,186,118,140,17146,57947
13312,35740,21095,37842,52301,40112,57947
4288,9069,186,117,133,19210,57947
13568,35770,21938,37833,52207,38752,57947
4096,7177,184,189,247,28365,57947
14144,38484,26832,43501,57553,44229,57947
13120,35587,21960,37676,51942,38336,57947
8384,14586,184,120,137,39537,57947
11328,26236,17412,121,139,39324,57947
4352,6752,187,119,135,13063,57947
10240,21274,1026,120,139,26401,57947
12928,35035,22605,37710,52110,39033,57947
12096,22168,182,122,139,10760,57947
2944,6170,181,117,135,21293,57947
13504,36470,26303,42266,56499,42533,57947
13632,37199,29649,31944,11721,31211,57947
5248,7385,186,121,137,13107,57948
13248,35885,22055,37941,52307,39808,57948
13184,35872,22290,37977,52465,39732,57948
4352,8154,186,153,206,24204,57948
13888,36355,22394,38428,52704,40444,57948
5760,8656,184,119,155,25044,57948
10688,22960,18071,22321,1956,22716,57948
10880,22583,20039,22238,2212,21574,57948
13248,35691,21834,38260,52650,40619,57948
14016,38961,10559,202,252,40293,57948
4032,7232,184,119,136,27316,57948
10240,19906,14780,18162,138,30418,57948
5184,9109,184,119,139,22257,57948
2368,6306,184,120,135,15453,57948
11968,28623,20576,22393,2264,25713,57948
15872,43541,6249,119,135,43357,57948
12928,34828,22208,37553,51858,38549,57948
10176,20103,15492,19634,138,18513,57948
10816,23531,20978,24791,5299,25857,57948
4672,6967,186,120,130,13974,57948
1536,5792,184,121,140,13213,57948
13632,36132,22759,38155,52723,39687,57948
13312,36142,21889,38278,52774,39853,57948
13312,35873,32737,212,265,35303,57948
7168,12256,231,122,132,22159,57948
7488,13281,188,116,139,28295,57948
13184,35502,21354,37998,52323,40283,57949
3264,6819,2794,120,136,18558,57949
14528,39083,184,119,140,39656,57949
13696,36234,22024,38137,52582,40574,57949
27456,36451,57220,7053,7658,55926,57949
10368,17939,270,121,135,193,57949
12544,22148,188,121,136,193,57949
13440,36309,22673,38014,52472,39330,57949
10176,20854,184,119,137,23418,57949
13632,36056,21802,38068,52448,40474,57949
3776,8359,181,123,131,14463,57949
12928,35132,21324,37849,52161,39257,57949
13184,35197,21332,37930,52222,39662,57949
9600,18398,186,120,135,16318,57949
4288,8631,185,120,136,22791,57949
13248,35400,21544,37323,51704,39374,57949
5248,9458,184,122,141,12508,57949
7296,11982,4442,119,139,26094,57949
13248,35766,21405,38247,52511,40173,57949
4928,9052,185,120,141,25173,57949
10240,20591,15646,17541,138,21143,57949
6464,10557,187,122,133,24787,57949
3904,6992,189,118,135,20274,57949
6912,11271,184,122,137,26226,57949
8896,15828,185,117,134,21816,57949
12032,29766,27580,124,136,25594,57949
4032,7938,185,121,139,28702,57949
1728,5960,186,116,135,194,57949
14144,38265,26476,43122,57257,43482,57949
13760,36408,21763,38357,52924,39783,57949
13248,36412,22135,38325,52818,40688,57949
3520,7401,183,119,133,17889,57950
12864,35000,21135,37860,52040,39166,57950
13056,35370,22787,37684,51981,39354,57950
13120,35031,20956,37208,51789,39242,57950
20416,38577,58342,12499,11661,55456,57950
2944,6245,256,119,135,11732,57950
12864,34113,22601,37246,51551,38497,57950
13312,36391,23390,38350,52748,39920,57950
7872,13323,184,122,139,18862,57950
20352,38657,57222,9988,9574,56680,57950
13824,37901,27149,121,136,33469,57950
12672,34564,20659,37679,51976,39511,57950
19648,45440,54967,6457,7250,54928,57950
7744,12348,184,119,134,38798,57950
13504,36204,22119,38343,52665,40571,57950
13312,35929,21603,37825,52318,40411,57950
10688,21830,1175,122,135,27468,57950
13440,36345,22692,38301,52737,40325,57950
6976,11191,190,124,138,23734,57950
13184,35692,21991,37910,52189,39078,57950
10688,21376,16261,19785,1067,21636,57950
10560,21695,538,122,136,36528,57950
3200,6725,188,119,134,20187,57950
13568,35947,21059,38012,52364,40105,57950
12992,34849,21279,37729,52023,39141,57950
7104,12035,185,116,135,17529,57950
13184,35366,22334,37975,52279,39400,57951
14720,40865,8355,213,264,41253,57951
13056,35510,21438,38025,52514,39931,57951
12416,33917,21307,37299,51623,39153,57951
3008,7189,184,120,140,4842,57951
7040,12300,188,121,136,5440,57951
1984,6992,187,119,137,19026,57951
9856,20613,3482,118,139,27248,57951
12544,33815,20617,37257,51528,38730,57951
8640,14736,185,160,218,27284,57951
8640,15311,187,118,136,28968,57951
13312,35931,22208,38179,52538,39758,57951
13952,38056,33863,12651,266,39390,57951
15104,41568,43037,119,630,43714,57951
9856,15220,184,119,134,8524,57951
13632,36256,21776,38378,52842,40156,57951
4480,8990,185,119,136,14988,57951
5120,8746,6680,123,137,22983,57951
1088,6025,186,120,132,23923,57951
4416,8909,185,122,136,17517,57951
11392,26515,19091,23353,1461,20745,57951
13312,36067,21906,37924,52301,39756,57951
11072,24078,187,170,221,25322,57951
12608,31693,26788,27806,9189,29801,57951
7424,11738,189,117,139,2202,57952
13184,35542,22457,37919,52271,39242,57952
5824,8974,186,120,132,10698,57952
2048,6520,185,122,134,10388,57952
4352,7788,185,120,136,21820,57952
15680,35473,44738,122,1046,48843,57952
13568,35923,22310,37946,52494,38442,57952
12352,24497,187,122,141,191,57952
13376,35810,22231,37965,52245,38900,57952
10112,20820,193,218,270,25498,57952
12480,33989,20822,37177,51609,39446,57952
11072,24621,2013,122,140,37806,57952
12352,31851,30079,120,141,29533,57952
3776,7772,194,117,135,12192,57952
12416,31040,24882,26292,6053,27491,57952
11840,21350,185,120,140,8966,57952
12416,33896,21685,37133,51540,38514,57952
15360,45184,8979,787,137,42606,57952
8768,13241,189,118,134,4499,57952
12288,30436,23063,24543,4642,27755,57952
6720,11325,188,122,134,16678,57952
11840,28962,16755,119,134,44845,57952
2752,7441,184,115,137,32630,57952
9792,18473,184,120,136,38169,57952
7616,13375,189,117,134,31411,57952
5440,7606,185,116,136,1654,57952
9792,19361,16610,19319,1120,19791,57952
13632,36119,22038,38188,52669,40142,57952
13248,36074,22160,38323,52769,40693,57953
13312,35643,22377,37733,52104,38904,57953
9152,17673,182,132,183,24252,57953
8640,14435,184,120,135,6015,57953
6400,10456,188,119,137,25989,57953
8064,14098,187,116,137,25812,57953
8128,14578,189,120,137,28090,57953
2944,6515,182,119,133,38377,57953
13120,35434,22260,37732,52178,39695,57953
9664,16521,186,120,138,8035,57953
12352,24072,184,115,134,5806,57953
5568,9275,185,118,131,25078,57953
13312,35490,22282,37959,52349,39114,57953
1856,6330,185,118,134,18765,57953
12544,28256,3910,121,139,33637,57953
7616,12438,186,121,135,25073,57953
13568,36140,22126,38266,52758,40541,57953
13760,36275,21800,38337,52773,40181,57953
12864,35314,25743,41838,56194,41951,57953
7936,13872,191,134,186,13322,57953
5760,9056,185,118,136,12793,57953
14080,38596,26636,43283,57425,44129,57953
13248,35822,21283,37967,52516,39977,57954
3008,6576,185,200,253,20157,57954
9024,16276,183,120,135,19099,57954
14400,40189,39058,117,136,32827,57954
14976,40458,40622,121,135,44376,57954
10560,23350,185,121,136,21212,57954
8576,16295,187,119,141,14938,57954
6848,11912,187,116,134,17022,57954
4160,7841,184,119,136,11550,57954
11008,24487,20864,24760,4930,24698,57954
11968,28892,182,123,135,29820,57954
13184,35674,22067,38078,52497,39786,57954
13248,35891,22699,38010,52504,40186,57954
12736,35018,21534,37908,52036,39060,57954
8704,15085,185,121,136,16181,57954
12672,34366,20111,37389,51700,39792,57954
13568,35876,21399,38221,52569,39916,57954
13696,36192,22342,38140,52562,39885,57954
13376,36027,22052,37965,52562,40647,57954
13504,35640,21568,37833,52214,39559,57954
13504,36113,21959,38131,52660,40477,57954
13440,36089,22475,38224,52573,39541,57954
8832,15283,12712,15540,138,19971,57954
3008,7184,185,120,137,18905,57954
4608,8142,181,117,138,18259,57954
12416,33922,19950,37119,51315,38526,57954
7616,13112,182,124,168,22332,57954
13376,35815,21892,37927,52381,39896,57954
6528,9282,186,122,138,1996,57954
12736,34226,21350,37505,51821,39464,57955
13632,36094,21916,38054,52521,40394,57955
4736,7664,184,121,136,22755,57955
13696,39861,39411,124,135,36405,57955
8704,15969,3193,126,135,19710,57955
6080,10212,182,118,134,22104,57955
12160,27734,184,119,137,11883,57955
5184,10203,185,120,133,23600,57955
11776,26694,18794,22450,1942,36319,57955
4352,7049,185,118,140,20907,57955
12992,34704,20999,37147,51440,38685,57955
6144,10346,187,121,139,25288,57955
3712,7835,185,122,136,21268,57955
3904,7578,183,122,135,21529,57955
11328,25375,21609,24629,4410,26407,57955
13568,36434,26070,42319,56550,42507,57955
10240,20801,18243,22617,908,21853,57955
12736,34274,21148,37310,51473,38275,57955
12608,22487,187,126,134,194,57955
5440,7508,185,118,137,193,57955
1920,5897,184,122,134,18784,57955
12096,29548,184,119,138,24684,57955
13056,35219,21651,37784,52077,39147,57955
8000,13454,187,116,157,191,57955
7296,11322,841,121,136,27140,57956
8256,15537,185,122,142,18797,57956
13248,36016,22172,37993,52477,39076,57956
12992,34994,21010,37417,51874,39969,57956
12032,32432,188,147,205,37618,57956
4288,8044,185,116,134,12325,57956
11008,24507,186,125,135,30979,57956
5696,10157,185,124,140,14997,57956
4928,9795,187,117,137,21391,57956
13248,35510,21063,38000,52261,39750,57956
13120,35105,21236,37800,52005,39069,57956
13312,36256,21232,38235,52794,39286,57956
13888,36549,22655,38563,52963,41570,57956
7168,12254,190,164,220,33841,57956
10432,21627,17080,18704,345,20306,57956
6272,10994,188,128,138,21129,57956
12800,35279,21403,37903,52291,39904,57956
13568,36442,22202,38541,52858,40342,57956
4288,7015,185,120,137,194,57956
12224,33134,20963,36704,50876,37790,57956
12864,30832,16510,124,135,39769,57956
11904,27670,22485,24666,2999,26729,57956
4608,7173,213,154,135,25446,57956
12928,34786,21643,37765,52039,39960,57956
1216,5729,187,121,167,10919,57956
13056,34708,21769,37685,52048,39190,57956
12736,33888,21222,37303,51625,38432,57956
3456,7196,184,117,136,31049,57957
15744,44424,4839,1145,1075,44354,57957
13120,35081,20842,37466,51938,39961,57957
13184,35829,22049,38068,52560,39935,57957
13568,36259,21800,38082,52664,40402,57957
6464,10744,186,119,149,811,57957
10112,19995,184,121,136,25747,57957
11584,27080,2127,119,136,29513,57957
1856,5936,185,119,133,27901,57957
8384,13966,185,122,140,42717,57957
10880,24116,17982,23009,2978,22349,57957
8320,11734,185,120,138,191,57957
20480,44237,52846,5517,6233,51116,57957
2560,6710,236,118,133,22321,57957
7232,12438,183,119,134,37449,57957
8064,14277,15636,18224,941,18487,57957
10944,24083,18582,23113,2272,23302,57957
12736,34139,21506,37066,51345,38137,57957
13248,36246,21480,38212,52587,38406,57957
12864,32447,2727,119,139,35627,57957
8128,14043,1445,117,140,22565,57957
11776,27958,22702,26515,6391,27108,57957
13696,36466,22703,38485,53027,40691,57957
10496,22866,710,168,224,25404,57957
13312,35818,21538,37959,52256,39290,57957
9664,13388,184,197,244,30723,57957
3904,6847,185,121,142,19152,57957
13312,35696,21952,38068,52402,38914,57957
12800,34286,21497,37593,51715,38735,57957
2048,6487,186,121,133,18427,57957
11456,25140,20620,24638,3305,21987,57957
13568,28043,186,120,136,13330,57957
8000,13128,188,125,137,22003,57957
13440,36411,21826,38242,52630,40317,57958
10304,20803,17571,21791,666,22701,57958
5760,8714,184,121,139,21202,57958
23232,41724,58743,13480,13490,58387,57958
13312,36013,21681,38094,52454,40252,57958
3648,7137,186,120,133,13219,57958
832,5384,181,120,138,191,57958
8768,15259,186,122,141,17865,57958
13120,34661,27029,27808,9132,31332,57958
10368,20975,12977,17112,362,19968,57958
7424,12600,188,117,134,27522,57958
13632,35959,22560,38364,52693,40088,57958
3392,6941,184,158,211,23748,57958
16064,47388,11614,2590,2814,49207,57958
12352,33935,20687,36654,50965,37726,57958
6528,10132,187,122,175,5462,57958
12672,32804,27356,121,131,26502,57958
13440,36119,22442,38236,52700,39394,57958
10816,21626,184,116,147,4501,57958
4992,8647,193,119,132,21980,57958
13440,36050,21816,37914,52229,38633,57958
16000,48976,17809,662,3556,51588,57958
16576,48720,31899,9567,6918,54843,57958
13120,35406,20903,37853,52334,39674,57958
7360,13625,183,122,136,29825,57958
6784,11991,186,122,134,35957,57959
13184,35667,21794,37965,52134,38821,57959
12992,34649,21404,37756,52130,39975,57959
1280,5959,184,122,145,28607,57959
3136,6250,184,121,135,33680,57959
6400,10986,182,119,136,193,57959
11712,26942,3403,120,137,34653,57959
13376,36186,22120,38166,52720,39163,57959
14208,39745,30682,126,168,31779,57959
896,4940,183,120,136,191,57959
15040,43220,41767,124,136,45067,57959
7552,12220,232,121,136,26946,57959
13632,36238,22393,38250,52733,40790,57959
13120,34964,22143,37516,51920,39005,57959
12736,36736,201,9278,30598,37110,57959
14144,38901,184,123,137,43852,57959
1088,5648,187,117,136,9053,57959
2496,6240,186,119,138,18276,57959
13312,36182,21443,38033,52509,39912,57959
15168,28803,47638,556,2155,44482,57959
6784,12093,230,122,138,34852,57959
12800,34769,21570,37577,52028,39239,57959
13504,35927,21633,37951,52517,40140,57959
12608,34381,21709,37480,51639,38368,57959
5440,8488,186,120,164,14163,57959
6528,9878,185,119,138,17975,57959
13504,36079,21642,38125,52591,38989,57959
4480,6386,183,188,249,20621,57959
11520,25425,189,120,133,40238,57959
13120,35443,22280,37597,51967,38903,57959
8640,15198,186,121,135,18783,57960
10688,23090,2179,124,138,43002,57960
13312,35894,22496,38317,52654,40551,57960
14016,39073,39570,176,229,36167,57960
9472,22361,185,121,133,20207,57960
13568,36118,22007,38195,52564,39041,57960
2944,6106,189,123,139,20876,57960
9536,18164,13520,17784,547,14633,57960
8512,16285,186,121,139,11714,57960
1280,5796,188,117,136,10738,57960
7744,11454,184,124,137,36212,57960
14912,42558,40035,119,137,43573,57960
13632,36346,21694,38277,52785,39773,57960
13248,35511,34399,122,138,35148,57960
12864,34827,21160,37636,52072,39014,57960
7424,12829,185,122,177,25266,57960
13440,36700,192,119,139,34199,57960
4672,6599,181,118,133,3509,57960
14528,39147,10614,119,136,46190,57960
13376,35760,21593,37682,51994,38166,57960
9280,16734,190,148,199,26554,57960
9856,18497,186,125,138,29639,57960
5376,9001,188,120,138,24051,57960
9728,18815,15840,20067,733,17186,57960
11456,26143,20236,23601,2532,23366,57960
12864,34099,31781,120,135,30461,57960
13248,35921,21992,38096,52413,39535,57961
11264,24871,183,136,198,28547,57961
8576,15139,190,118,138,17623,57961
9792,18749,1197,124,137,18771,57961
6272,10377,183,118,134,19972,57961
12288,31585,26558,28269,8192,27847,57961
11712,26888,5782,119,137,22114,57961
9280,16635,187,118,137,37727,57961
13248,35668,22570,38093,52351,39298,57961
4160,8072,189,118,135,24604,57961
13440,36194,22321,38057,52626,39074,57961
13184,36199,21988,38222,52722,40423,57961
10880,23480,18670,21036,2343,23788,57961
9152,15467,190,123,135,29490,57961
13312,36066,21698,37892,52280,40089,57961
9600,19670,15172,18122,148,19476,57961
7808,15108,192,120,139,26320,57961
9728,18646,14390,17411,138,19131,57961
10496,22281,17063,20749,142,21807,57961
12480,31997,18547,22838,2718,36980,57961
3520,7040,188,137,137,15476,57961
13376,35640,21414,37796,52244,40682,57961
7296,12617,188,120,134,16159,57961
3776,6926,186,119,134,11653,57961
3200,7323,183,122,138,18100,57961
7488,12643,186,124,134,25658,57961
1088,5400,2778,121,134,15615,57961
13440,35817,21960,38156,52597,40148,57962
11136,23301,3777,118,136,35780,57962
32320,38924,59172,13035,11310,59095,57962
4864,7410,241,119,135,17958,57962
